Protocollo;Gruppo;DataOraIncidente;Localizzazione1;STRADA1;Localizzazione2;STRADA2;Strada02;Chilometrica;DaSpecificare;NaturaIncidente;particolaritastrade;TipoStrada;FondoStradale;Pavimentazione;Segnaletica;CondizioneAtmosferica;Traffico;Visibilita;Illuminazione;NUM_FERITI;NUM_RISERVATA;NUM_MORTI;NUM_ILLESI;Longitude;Latitude;Confermato;Progressivo;TipoVeicolo;StatoVeicolo;TipoPersona;Sesso;Tipolesione;Deceduto;DecedutoDopo;CinturaCascoUtilizzato;Airbag;
5987786;12;01/06/2022 08:00:00;Strada Urbana;VIALE DELL'OCEANO INDIANO;in prossimità;;del civico n.;39;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;3;12.45;41.8254;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Utilizzato;Inesploso
5987786;12;01/06/2022 08:00:00;Strada Urbana;VIALE DELL'OCEANO INDIANO;in prossimità;;del civico n.;39;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;3;12.45;41.8254;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Utilizzato;Inesploso
5987786;12;01/06/2022 08:00:00;Strada Urbana;VIALE DELL'OCEANO INDIANO;in prossimità;;del civico n.;39;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;3;12.45;41.8254;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Utilizzato;
5987786;12;01/06/2022 08:00:00;Strada Urbana;VIALE DELL'OCEANO INDIANO;in prossimità;;del civico n.;39;;Scontro frontale/laterale DX fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;3;12.45;41.8254;-1;2;Motociclo a solo;In marcia / fermata / arresto;Passeggero;F;Rimandato;0;NON DECEDUTO;Utilizzato;
5987816;18;01/06/2022 13:40:00;Strada Urbana;VIA DI BOCCEA;in prossimità;;del civico n.;549;;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.3845;41.9148;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5987816;18;01/06/2022 13:40:00;Strada Urbana;VIA DI BOCCEA;in prossimità;;del civico n.;549;;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.3845;41.9148;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5987816;18;01/06/2022 13:40:00;Strada Urbana;VIA DI BOCCEA;in prossimità;;del civico n.;549;;Tamponamento Multiplo;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.3845;41.9148;-1;3;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5987862;18;01/06/2022 11:07:00;Strada Urbana;VIA AURELIA;da specificare;;;;in prossimità di Via LUDOVICO ALTIERI;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4012;41.8861;-1;1;Autobus di linea;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5987862;18;01/06/2022 11:07:00;Strada Urbana;VIA AURELIA;da specificare;;;;in prossimità di Via LUDOVICO ALTIERI;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4012;41.8861;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5987862;18;01/06/2022 11:07:00;Strada Urbana;VIA AURELIA;da specificare;;;;in prossimità di Via LUDOVICO ALTIERI;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4012;41.8861;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
5987866;1;01/06/2022 10:00:00;Strada Urbana;VIA DI PORTA MAGGIORE;in corrispondenza;;del civico n.;27;;Scontro laterale fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;2;12.5108;41.893;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5987866;1;01/06/2022 10:00:00;Strada Urbana;VIA DI PORTA MAGGIORE;in corrispondenza;;del civico n.;27;;Scontro laterale fra veicoli in marcia;Rettilineo;Più di due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;0;0;0;2;12.5108;41.893;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
5987871;1;01/06/2022 11:00:00;Strada Urbana;LARGO DEL PALLARO;in corrispondenza;;del civico n.;17;;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a senso unico di marcia;Viscido da liquidi oleosi;In cubetti di porfido;Verticale ed orizzontale;Sereno;Scarso;Buona;;1;0;0;1;12.4739;41.8957;0;1;Bicicletta elettrica;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesistente
5987871;1;01/06/2022 11:00:00;Strada Urbana;LARGO DEL PALLARO;in corrispondenza;;del civico n.;17;;Veicolo in marcia contro ostacolo accidentale;Rettilineo;Una carreggiata a senso unico di marcia;Viscido da liquidi oleosi;In cubetti di porfido;Verticale ed orizzontale;Sereno;Scarso;Buona;;1;0;0;1;12.4739;41.8957;0;2;Ciclomotore;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
5987876;1;01/06/2022 10:45:00;Strada Urbana;VIA LAURINA;in corrispondenza;;del civico n.;33;;Investimento di pedone;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;In cubetti di porfido;Assente;Sereno;Scarso;Buona;;1;0;0;0;12.4779;41.9087;0;;;;Pedone;M;Rimandato;0;NON DECEDUTO;;
5987876;1;01/06/2022 10:45:00;Strada Urbana;VIA LAURINA;in corrispondenza;;del civico n.;33;;Investimento di pedone;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;In cubetti di porfido;Assente;Sereno;Scarso;Buona;;1;0;0;0;12.4779;41.9087;0;1;Monopattino elettrico;Allontanatosi;;;;;;;
5987912;10;01/06/2022 15:40:00;Strada Urbana;VIA ANDREA MONETA;da specificare;;;;palo acea 19;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4424;41.8167;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;Inesploso
5987912;10;01/06/2022 15:40:00;Strada Urbana;VIA ANDREA MONETA;da specificare;;;;palo acea 19;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4424;41.8167;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;;Inesploso
5987912;10;01/06/2022 15:40:00;Strada Urbana;VIA ANDREA MONETA;da specificare;;;;palo acea 19;Tamponamento Multiplo;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4424;41.8167;-1;3;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;Inesploso
5987919;18;01/06/2022 11:30:00;Strada Urbana;VIA AURELIA;in corrispondenza;;del civico n.;480;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.4207;41.8986;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5987919;18;01/06/2022 11:30:00;Strada Urbana;VIA AURELIA;in corrispondenza;;del civico n.;480;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.4207;41.8986;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;;
5987979;6;01/06/2022 16:35:00;Strada Urbana;VIA PIETRO ROVETTI;all'intersezione con;VIA CARLO DELLA ROCCA;VIA CARLO DELLA ROCCA;;;Veicolo in marcia contro veicolo arresto;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;2;12.5439;41.8779;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5987979;6;01/06/2022 16:35:00;Strada Urbana;VIA PIETRO ROVETTI;all'intersezione con;VIA CARLO DELLA ROCCA;VIA CARLO DELLA ROCCA;;;Veicolo in marcia contro veicolo arresto;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;0;0;0;2;12.5439;41.8779;-1;2;Monopattino elettrico;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5988036;12;01/06/2022 09:00:00;Provinciale;VIA DELLA STAZIONE DI PAVONA;da specificare;;;;Prossimità rotatoria Via Ardeatina;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;0;12.5869;41.7176;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;;
5988036;12;01/06/2022 09:00:00;Provinciale;VIA DELLA STAZIONE DI PAVONA;da specificare;;;;Prossimità rotatoria Via Ardeatina;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;2;0;0;0;12.5869;41.7176;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;;
5988071;10;01/06/2022 17:50:00;Strada Urbana;VIA QUINTO PUBLICIO;in corrispondenza;;del civico n.;31;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.5702;41.8561;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5988071;10;01/06/2022 17:50:00;Strada Urbana;VIA QUINTO PUBLICIO;in corrispondenza;;del civico n.;31;;Scontro frontale/laterale SX fra veicoli in marcia;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.5702;41.8561;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;;
5988072;12;01/06/2022 10:25:00;Strada Urbana;VIA ACHILLE CAMPANILE;all'intersezione con;VIA VASCO PRATOLINI;VIA VASCO PRATOLINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;2;12.4793;41.8161;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988072;12;01/06/2022 10:25:00;Strada Urbana;VIA ACHILLE CAMPANILE;all'intersezione con;VIA VASCO PRATOLINI;VIA VASCO PRATOLINI;;;Scontro frontale/laterale SX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Scarso;Buona;;0;0;0;2;12.4793;41.8161;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988142;15;01/06/2022 08:30:00;Strada Urbana;VIA ODERISI DA GUBBIO;in prossimità;;del civico n.;79;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;1;0;0;1;12.4659;41.8663;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5988142;15;01/06/2022 08:30:00;Strada Urbana;VIA ODERISI DA GUBBIO;in prossimità;;del civico n.;79;;Tamponamento;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Assente;Sereno;Normale;Buona;;1;0;0;1;12.4659;41.8663;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;Inesploso
5988157;16;01/06/2022 01:30:00;Strada Urbana;VIA SILVESTRI;da specificare;;;;prossimità fronte civico  10;Scontro frontale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.4324;41.8778;-1;1;Autocarro inferiore 35 q.;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
5988157;16;01/06/2022 01:30:00;Strada Urbana;VIA SILVESTRI;da specificare;;;;prossimità fronte civico  10;Scontro frontale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.4324;41.8778;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Rimandato;0;NON DECEDUTO;Non accertato;
5988158;1;01/06/2022 13:00:00;Strada Urbana;PASSEGGIATA DEL GIANICOLO;da specificare;;;;altezza VIA L. BRUNETTI;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;1;12.4612;41.8897;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988158;1;01/06/2022 13:00:00;Strada Urbana;PASSEGGIATA DEL GIANICOLO;da specificare;;;;altezza VIA L. BRUNETTI;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;1;12.4612;41.8897;-1;2;Motociclo di polizia;Sosta;;;;;;;
5988158;1;01/06/2022 13:00:00;Strada Urbana;PASSEGGIATA DEL GIANICOLO;da specificare;;;;altezza VIA L. BRUNETTI;Veicolo in marcia contro veicoli in sosta;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;1;12.4612;41.8897;-1;3;Motociclo di polizia;Sosta;;;;;;;
5988159;19;01/06/2022 10:55:00;Strada Urbana;VIA TRIONFALE;in prossimità;;del palo luce n.;19;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4229;41.9409;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5988159;19;01/06/2022 10:55:00;Strada Urbana;VIA TRIONFALE;in prossimità;;del palo luce n.;19;;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4229;41.9409;-1;2;Autobus di linea;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
5988165;1;01/06/2022 12:10:00;Strada Urbana;LUNGOTEVERE DEI TEBALDI;in prossimità;;del civico n.;17;;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;6;12.4687;41.8947;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988165;1;01/06/2022 12:10:00;Strada Urbana;LUNGOTEVERE DEI TEBALDI;in prossimità;;del civico n.;17;;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;6;12.4687;41.8947;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
5988165;1;01/06/2022 12:10:00;Strada Urbana;LUNGOTEVERE DEI TEBALDI;in prossimità;;del civico n.;17;;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;6;12.4687;41.8947;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;;
5988165;1;01/06/2022 12:10:00;Strada Urbana;LUNGOTEVERE DEI TEBALDI;in prossimità;;del civico n.;17;;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;6;12.4687;41.8947;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;;
5988165;1;01/06/2022 12:10:00;Strada Urbana;LUNGOTEVERE DEI TEBALDI;in prossimità;;del civico n.;17;;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;6;12.4687;41.8947;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988165;1;01/06/2022 12:10:00;Strada Urbana;LUNGOTEVERE DEI TEBALDI;in prossimità;;del civico n.;17;;Tamponamento Multiplo;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;6;12.4687;41.8947;-1;3;Autovettura pubblica;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988177;12;01/06/2022 16:25:00;Strada Urbana;VIALE ASIA;da specificare;;;;per laterale Cristoforo Colombo;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.4712;41.8317;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5988177;12;01/06/2022 16:25:00;Strada Urbana;VIALE ASIA;da specificare;;;;per laterale Cristoforo Colombo;Scontro laterale fra veicoli in marcia;Rettilineo;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;1;0;0;1;12.4712;41.8317;-1;2;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Rimandato;0;NON DECEDUTO;Non accertato;
5988185;18;01/06/2022 18:20:00;Strada Urbana;VIA DI CASALOTTI;in corrispondenza;;del civico n.;68;;Investimento di pedone;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Sufficiente;;1;0;0;1;12.3745;41.9164;-1;;;;Pedone;M;Ricoverato;0;NON DECEDUTO;;
5988185;18;01/06/2022 18:20:00;Strada Urbana;VIA DI CASALOTTI;in corrispondenza;;del civico n.;68;;Investimento di pedone;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Sufficiente;;1;0;0;1;12.3745;41.9164;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;;
5988189;19;01/06/2022 11:00:00;Strada Urbana;VIA COGOLETO;all'intersezione con;VIA TOMMASO ZIGLIARA;VIA TOMMASO ZIGLIARA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4232;41.9287;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5988189;19;01/06/2022 11:00:00;Strada Urbana;VIA COGOLETO;all'intersezione con;VIA TOMMASO ZIGLIARA;VIA TOMMASO ZIGLIARA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4232;41.9287;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
5988189;19;01/06/2022 11:00:00;Strada Urbana;VIA COGOLETO;all'intersezione con;VIA TOMMASO ZIGLIARA;VIA TOMMASO ZIGLIARA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4232;41.9287;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5988189;19;01/06/2022 11:00:00;Strada Urbana;VIA COGOLETO;all'intersezione con;VIA TOMMASO ZIGLIARA;VIA TOMMASO ZIGLIARA;;;Scontro frontale/laterale DX fra veicoli in marcia;Incrocio;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;4;12.4232;41.9287;-1;2;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;
5988205;19;01/06/2022 11:00:00;Strada Urbana;VIA DELLA PINETA SACCHETTI;in corrispondenza;;del civico n.;426;;Investimento di pedone;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;1;0;0;1;12.4256;41.9251;-1;;;;Pedone;F;Rimandato;0;NON DECEDUTO;;
5988205;19;01/06/2022 11:00:00;Strada Urbana;VIA DELLA PINETA SACCHETTI;in corrispondenza;;del civico n.;426;;Investimento di pedone;Rettilineo;Due carreggiate;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Intenso;Buona;;1;0;0;1;12.4256;41.9251;-1;1;Motociclo a solo;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;
5988217;19;01/06/2022 11:00:00;Strada Urbana;VIA ROMEO RODRIGUEZ PEREIRA;in corrispondenza;;del civico n.;41;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4391;41.9148;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;F;Illeso;0;;Non accertato;Inesploso
5988217;19;01/06/2022 11:00:00;Strada Urbana;VIA ROMEO RODRIGUEZ PEREIRA;in corrispondenza;;del civico n.;41;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4391;41.9148;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;M;Illeso;0;;Non accertato;Inesploso
5988217;19;01/06/2022 11:00:00;Strada Urbana;VIA ROMEO RODRIGUEZ PEREIRA;in corrispondenza;;del civico n.;41;;Veicolo in marcia contro veicolo in sosta;Rettilineo;Una carreggiata a doppio senso;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;2;12.4391;41.9148;-1;2;Autocarro inferiore 35 q.;Sosta;;;;;;;
5988220;15;01/06/2022 12:00:00;Strada Urbana;VIA CAPRESE;all'intersezione con;VIA DELLA MAGLIANA;VIA DELLA MAGLIANA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4582;41.8524;-1;1;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Inesploso
5988220;15;01/06/2022 12:00:00;Strada Urbana;VIA CAPRESE;all'intersezione con;VIA DELLA MAGLIANA;VIA DELLA MAGLIANA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4582;41.8524;-1;1;Autovettura privata;In marcia / fermata / arresto;Passeggero;F;Illeso;0;;Non accertato;Inesploso
5988220;15;01/06/2022 12:00:00;Strada Urbana;VIA CAPRESE;all'intersezione con;VIA DELLA MAGLIANA;VIA DELLA MAGLIANA;;;Scontro laterale fra veicoli in marcia;Incrocio;Una carreggiata a senso unico di marcia;Asciutto;Asfaltata;Verticale ed orizzontale;Sereno;Normale;Buona;;0;0;0;3;12.4582;41.8524;-1;2;Autovettura privata;In marcia / fermata / arresto;Conducente;M;Illeso;0;;Non accertato;Esploso
